team,average_opponent_strength,median_opponent_strength
El Salvador,0.5395121951219511,0.5065853658536585
Trinidad and Tobago,0.7557317073170732,0.774390243902439
Lesotho,0.4714634146341463,0.4714634146341463
Kyrgyzstan,0.49670731707317073,0.5153658536585366
San Marino,0.4099999999999999,0.4341463414634146
Nicaragua,0.7304878048780488,0.7304878048780488
Curaçao,0.6640069686411151,0.783170731707317
Kuwait,0.2695121951219512,0.2695121951219512
Dominican Republic,0.45536585365853655,0.36170731707317066
Tajikistan,0.25634146341463415,0.25634146341463415
Gibraltar,0.14439024390243904,0.14439024390243904
Burundi,0.8885365853658537,0.8885365853658537
Cuba,0.35073170731707315,0.35073170731707315
Vietnam,0.19926829268292684,0.19926829268292684
Thailand,0.34853658536585364,0.34853658536585364
Grenada,0.5270731707317072,0.4714634146341463
India,0.4209756097560975,0.3836585365853658
Hong Kong,0.17292682926829267,0.17292682926829267
Liechtenstein,0.3540243902439024,0.4078048780487804
Afghanistan,0.1919512195121951,0.22121951219512193
Pakistan,0.20658536585365853,0.24317073170731707
Saint Vincent and the Grenadines,0.1224390243902439,0.1224390243902439
Guyana,0.12463414634146341,0.12463414634146341
Bangladesh,0.3090243902439024,0.3090243902439024
British Virgin Islands,0.15426829268292683,0.11804878048780487
Bermuda,0.6690243902439024,0.6690243902439024
Saint Martin,0.1224390243902439,0.1224390243902439
New Caledonia,0.603170731707317,0.603170731707317
Cambodia,0.15536585365853658,0.15536585365853658
Puerto Rico,0.3441463414634146,0.3441463414634146
Singapore,0.37487804878048775,0.37487804878048775
Solomon Islands,0.3551219512195122,0.3551219512195122
Myanmar,0.09829268292682927,0.09829268292682927
Bonaire,0.1992682926829268,0.1948780487804878
Vanuatu,0.11585365853658536,0.11585365853658536
Maldives,0.2321951219512195,0.2321951219512195
Belize,0.1421951219512195,0.1421951219512195
Aruba,0.2870731707317073,0.2870731707317073
Dominica,0.1421951219512195,0.1421951219512195
Fiji,0.1378048780487805,0.1378048780487805
Bahamas,0.0873170731707317,0.0873170731707317
Barbados,0.20146341463414633,0.20146341463414633
Philippines,0.14658536585365853,0.14658536585365853
Cayman Islands,0.2021951219512195,0.1948780487804878
Saint Kitts and Nevis,0.2870731707317073,0.2870731707317073
Saint Lucia,0.5724390243902439,0.5724390243902439
Anguilla,0.15317073170731707,0.15317073170731707
Sint Maarten,0.12463414634146341,0.12463414634146341
United States Virgin Islands,0.1641463414634146,0.1641463414634146
Bhutan,0.17292682926829267,0.17292682926829267
