date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,source,source_match_id,score_duration,source_status,prior_home_match,prior_away_match,eligible,exclusion_reason
2026-03-26,Turkey,Romania,1.0,0.0,FIFA World Cup qualification,Istanbul,Turkey,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Czech Republic,Republic of Ireland,2.0,2.0,FIFA World Cup qualification,Prague,Czech Republic,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Denmark,North Macedonia,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Aruba,Macau,4.0,1.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-03-26,Tanzania,Liechtenstein,0.0,1.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Martinique,Cuba,2.0,2.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Dominican Republic,El Salvador,2.0,2.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Saint Martin,Barbados,3.0,1.0,CONCACAF Series,Rincon,Bonaire,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Bonaire,Saint Vincent and the Grenadines,3.0,1.0,CONCACAF Series,Rincon,Bonaire,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Bahamas,Anguilla,1.0,3.0,CONCACAF Series,George Town,Cayman Islands,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-26,Cayman Islands,British Virgin Islands,1.0,1.0,CONCACAF Series,George Town,Cayman Islands,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Algeria,Guatemala,7.0,0.0,Friendly,Genoa,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Argentina,Mauritania,2.0,1.0,Friendly,Buenos Aires,Argentina,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Austria,Ghana,5.0,1.0,Friendly,Vienna,Austria,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,England,Uruguay,1.0,1.0,Friendly,London,England,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Greece,Paraguay,0.0,1.0,Friendly,Athens,Greece,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Guinea,Togo,2.0,2.0,"Morocco, Capital of African Football",Rabat,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Liberia,Benin,0.0,1.0,"Morocco, Capital of African Football",Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Libya,Niger,0.0,0.0,"Morocco, Capital of African Football",Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Montenegro,Andorra,2.0,0.0,Friendly,Podgorica,Montenegro,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Morocco,Ecuador,1.0,1.0,Friendly,Madrid,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Netherlands,Norway,2.0,1.0,Friendly,Amsterdam,Netherlands,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Saudi Arabia,Egypt,0.0,4.0,Friendly,Jeddah,Saudi Arabia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,South Africa,Panama,1.0,1.0,Friendly,Durban,South Africa,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Spain,Serbia,3.0,0.0,Friendly,Villarreal,Spain,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Russia,Nicaragua,3.0,1.0,Friendly,Krasnodar,Russia,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,True,False,home_missing_prior
2026-03-27,Switzerland,Germany,3.0,4.0,Friendly,Basel,Switzerland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Costa Rica,Jordan,2.0,2.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Iran,Nigeria,1.0,2.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,China PR,Curaçao,2.0,0.0,FIFA Series,Sydney,Australia,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Australia,Cameroon,1.0,0.0,FIFA Series,Sydney,Australia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Azerbaijan,Saint Lucia,6.0,1.0,FIFA Series,Sumgait,Azerbaijan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Solomon Islands,Bulgaria,2.0,10.0,FIFA Series,Jakarta,Indonesia,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Indonesia,Saint Kitts and Nevis,4.0,0.0,FIFA Series,Jakarta,Indonesia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Chile,Cape Verde,4.0,2.0,FIFA Series,Auckland,New Zealand,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,New Zealand,Finland,0.0,2.0,FIFA Series,Auckland,New Zealand,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Kenya,Estonia,1.0,1.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Rwanda,Grenada,4.0,0.0,FIFA Series,Kigali,Rwanda,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Venezuela,Trinidad and Tobago,4.0,1.0,FIFA Series,Tashkent,Uzbekistan,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Uzbekistan,Gabon,3.0,1.0,FIFA Series,Tashkent,Uzbekistan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Guyana,Dominica,2.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-27,Belize,Sint Maarten,2.0,3.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Burkina Faso,Guinea-Bissau,5.0,0.0,Friendly,Ouagadougou,Burkina Faso,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Canada,Iceland,2.0,2.0,Friendly,Toronto,Canada,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Haiti,Tunisia,0.0,1.0,Friendly,Toronto,Canada,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Hungary,Slovenia,1.0,0.0,Friendly,Budapest,Hungary,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Ivory Coast,South Korea,4.0,0.0,Friendly,Milton Keynes,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Mexico,Portugal,0.0,0.0,Friendly,Mexico City,Mexico,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,San Marino,Faroe Islands,1.0,2.0,Friendly,Serravalle,San Marino,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Scotland,Japan,0.0,1.0,Friendly,Glasgow,Scotland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Senegal,Peru,2.0,0.0,Friendly,Paris,France,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,United States,Belgium,2.0,5.0,Friendly,Atlanta,United States,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Kyrgyzstan,Madagascar,2.0,5.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Botswana,Zimbabwe,0.0,3.0,Mukuru 4 Nations,Francistown,Botswana,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,Namibia,Comoros,0.0,0.0,FIFA Series,Astana,Kazakhstan,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-28,American Samoa,Guam,0.0,6.0,FIFA Series,Bayamón,Puerto Rico,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,False,False,both_missing_prior
2026-03-28,Puerto Rico,United States Virgin Islands,2.0,0.0,FIFA Series,Bayamón,Puerto Rico,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Armenia,Belarus,1.0,2.0,Friendly,Yerevan,Armenia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Colombia,France,1.0,3.0,Friendly,Landover,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Lithuania,Georgia,0.0,2.0,Friendly,Kaunas,Lithuania,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Macau,Tanzania,0.0,6.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,False,True,False,home_missing_prior
2026-03-29,Aruba,Liechtenstein,4.0,1.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Martinique,El Salvador,0.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Dominican Republic,Cuba,1.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Barbados,Saint Vincent and the Grenadines,2.0,3.0,CONCACAF Series,Rincon,Bonaire,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Bonaire,Saint Martin,0.0,3.0,CONCACAF Series,Rincon,Bonaire,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,British Virgin Islands,Anguilla,4.0,0.0,CONCACAF Series,George Town,Cayman Islands,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-29,Cayman Islands,Bahamas,1.0,0.0,CONCACAF Series,George Town,Cayman Islands,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Cyprus,Moldova,3.0,2.0,Friendly,Nicosia,Cyprus,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Germany,Ghana,2.0,1.0,Friendly,Stuttgart,Germany,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Azerbaijan,Sierra Leone,1.0,1.0,FIFA Series,Sumgait,Azerbaijan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Saint Kitts and Nevis,Solomon Islands,4.0,2.0,FIFA Series,Jakarta,Indonesia,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Indonesia,Bulgaria,0.0,1.0,FIFA Series,Jakarta,Indonesia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Cape Verde,Finland,1.0,1.0,FIFA Series,Auckland,New Zealand,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,New Zealand,Chile,4.0,1.0,FIFA Series,Auckland,New Zealand,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Grenada,Kenya,0.0,3.0,FIFA Series,Kigali,Rwanda,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Rwanda,Estonia,2.0,0.0,FIFA Series,Kigali,Rwanda,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Gabon,Trinidad and Tobago,2.0,2.0,FIFA Series,Tashkent,Uzbekistan,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Uzbekistan,Venezuela,0.0,0.0,FIFA Series,Tashkent,Uzbekistan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Guyana,Belize,3.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-30,Dominica,Sint Maarten,0.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Algeria,Uruguay,0.0,0.0,Friendly,Turin,Italy,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Argentina,Zambia,5.0,0.0,Friendly,Buenos Aires,Argentina,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Austria,South Korea,1.0,0.0,Friendly,Vienna,Austria,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Benin,Guinea,1.0,0.0,"Morocco, Capital of African Football",Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Brazil,Croatia,3.0,1.0,Friendly,Orlando,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Burkina Faso,Guinea-Bissau,1.0,1.0,Friendly,Ouagadougou,Burkina Faso,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Canada,Tunisia,0.0,0.0,Friendly,Toronto,Canada,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Costa Rica,Iran,0.0,5.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,England,Japan,0.0,1.0,Friendly,London,England,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Equatorial Guinea,Madagascar,1.0,1.0,Friendly,Manavgat,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Haiti,Iceland,1.0,1.0,Friendly,Toronto,Canada,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Hungary,Greece,0.0,0.0,Friendly,Budapest,Hungary,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Ivory Coast,Scotland,1.0,0.0,Friendly,Liverpool,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Jordan,Nigeria,2.0,2.0,Friendly,Antalya,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Liberia,Libya,2.0,2.0,"Morocco, Capital of African Football",Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Botswana,Malawi,1.0,0.0,Mukuru 4 Nations,Francistown,Botswana,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Mexico,Belgium,1.0,1.0,Friendly,Chicago,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Montenegro,Slovenia,2.0,3.0,Friendly,Podgorica,Montenegro,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Morocco,Paraguay,2.0,1.0,Friendly,Lens,France,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Netherlands,Ecuador,1.0,1.0,Friendly,Eindhoven,Netherlands,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Niger,Togo,0.0,1.0,"Morocco, Capital of African Football",Casablanca,Morocco,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Norway,Switzerland,0.0,0.0,Friendly,Oslo,Norway,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Peru,Honduras,2.0,2.0,Friendly,Madrid,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Russia,Mali,0.0,0.0,Friendly,Saint Petersburg,Russia,False,martj42,,SOURCE_FULL_TIME,FINISHED,False,True,False,home_missing_prior
2026-03-31,Republic of Ireland,North Macedonia,0.0,0.0,Friendly,Dublin,Republic of Ireland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,San Marino,Andorra,0.0,0.0,Friendly,Serravalle,San Marino,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Senegal,Gambia,3.0,1.0,Friendly,Diamniadio,Senegal,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Serbia,Saudi Arabia,2.0,1.0,Friendly,Bačka Topola,Serbia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Slovakia,Romania,2.0,0.0,Friendly,Bratislava,Slovakia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,South Africa,Panama,1.0,2.0,Friendly,Cape Town,South Africa,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Spain,Egypt,0.0,0.0,Friendly,Barcelona,Spain,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Ukraine,Albania,1.0,0.0,Friendly,Valencia,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,United States,Portugal,0.0,2.0,Friendly,Atlanta,United States,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Wales,Northern Ireland,1.0,1.0,Friendly,Cardiff,Wales,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,DR Congo,Jamaica,1.0,0.0,FIFA World Cup qualification,Zapopan,Mexico,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Iraq,Bolivia,2.0,1.0,FIFA World Cup qualification,Guadalupe,Mexico,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Bosnia and Herzegovina,Italy,1.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Sweden,Poland,3.0,2.0,FIFA World Cup qualification,Solna,Sweden,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Kosovo,Turkey,0.0,1.0,FIFA World Cup qualification,Pristina,Kosovo,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Czech Republic,Denmark,2.0,2.0,FIFA World Cup qualification,Prague,Czech Republic,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Cameroon,China PR,2.0,0.0,FIFA Series,Melbourne,Australia,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Australia,Curaçao,5.0,1.0,FIFA Series,Melbourne,Australia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-03-31,Kazakhstan,Comoros,1.0,0.0,FIFA Series,Astana,Kazakhstan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-16,Republic of Ireland,Grenada,5.0,0.0,Friendly,Murcia,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-22,Mexico,Ghana,2.0,0.0,Friendly,Puebla,Mexico,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-26,Morocco,Burundi,5.0,0.0,Friendly,Salé,Morocco,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-26,Nigeria,Zimbabwe,2.0,0.0,Unity Cup,London,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-27,India,Jamaica,0.0,2.0,Unity Cup,London,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-28,Republic of Ireland,Qatar,1.0,0.0,Friendly,Dublin,Republic of Ireland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-28,Egypt,Russia,1.0,0.0,Friendly,Cairo,Egypt,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-05-29,Andorra,Iraq,0.0,1.0,Friendly,Girona,Spain,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-29,Bosnia and Herzegovina,North Macedonia,0.0,0.0,Friendly,Sarajevo,Bosnia and Herzegovina,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-29,Iran,Gambia,3.0,1.0,Friendly,Aksu,Turkey,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-29,South Africa,Nicaragua,0.0,0.0,Friendly,Johannesburg,South Africa,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,Ecuador,Saudi Arabia,2.0,1.0,Friendly,Harrison,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,South Korea,Trinidad and Tobago,5.0,0.0,Friendly,Provo,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,Mexico,Australia,1.0,0.0,Friendly,Pasadena,United States,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,Scotland,Curaçao,4.0,1.0,Friendly,Glasgow,Scotland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,Zimbabwe,India,1.0,0.0,Unity Cup,London,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-30,Nigeria,Jamaica,3.0,0.0,Unity Cup,London,England,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Brazil,Panama,6.0,2.0,Friendly,Rio de Janeiro,Brazil,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Cape Verde,Serbia,3.0,0.0,Friendly,Lisbon,Portugal,True,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Czech Republic,Kosovo,2.0,1.0,Friendly,Prague,Czech Republic,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Germany,Finland,4.0,0.0,Friendly,Mainz,Germany,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Poland,Ukraine,0.0,2.0,Friendly,Wrocław,Poland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Singapore,Mongolia,4.0,0.0,Friendly,Singapore,Singapore,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,False,False,away_missing_prior
2026-05-31,Switzerland,Jordan,4.0,1.0,Friendly,St. Gallen,Switzerland,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,United States,Senegal,3.0,2.0,Friendly,Charlotte,United States,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-05-31,Japan,Iceland,1.0,0.0,Friendly,Tokyo,Japan,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Austria,Tunisia,1.0,0.0,Friendly,Vienna,Austria,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Bulgaria,Montenegro,0.0,1.0,Friendly,Plovdiv,Bulgaria,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Canada,Uzbekistan,2.0,0.0,Friendly,Edmonton,Canada,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Colombia,Costa Rica,3.0,1.0,Friendly,Bogotá,Colombia,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
2026-06-01,Norway,Sweden,3.0,1.0,Friendly,Oslo,Norway,False,martj42,,SOURCE_FULL_TIME,FINISHED,True,True,True,
