date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,backend_home,backend_away,home_in_prior,away_in_prior
2026-03-27,Belize,Sint Maarten,2.0,3.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,Belize,Sint Maarten,True,True
2026-03-28,Burkina Faso,Guinea-Bissau,5.0,0.0,Friendly,Ouagadougou,Burkina Faso,False,Burkina Faso,Guinea-Bissau,True,True
2026-03-28,Canada,Iceland,2.0,2.0,Friendly,Toronto,Canada,False,Canada,Iceland,True,True
2026-03-28,Haiti,Tunisia,0.0,1.0,Friendly,Toronto,Canada,True,Haiti,Tunisia,True,True
2026-03-28,Hungary,Slovenia,1.0,0.0,Friendly,Budapest,Hungary,False,Hungary,Slovenia,True,True
2026-03-28,Ivory Coast,South Korea,4.0,0.0,Friendly,Milton Keynes,England,True,Ivory Coast,South Korea,True,True
2026-03-28,Mexico,Portugal,0.0,0.0,Friendly,Mexico City,Mexico,False,Mexico,Portugal,True,True
2026-03-28,San Marino,Faroe Islands,1.0,2.0,Friendly,Serravalle,San Marino,False,San Marino,Faroe Islands,True,True
2026-03-28,Scotland,Japan,0.0,1.0,Friendly,Glasgow,Scotland,False,Scotland,Japan,True,True
2026-03-28,Senegal,Peru,2.0,0.0,Friendly,Paris,France,True,Senegal,Peru,True,True
2026-03-28,United States,Belgium,2.0,5.0,Friendly,Atlanta,United States,False,United States,Belgium,True,True
2026-03-28,Kyrgyzstan,Madagascar,2.0,5.0,Friendly,Antalya,Turkey,True,Kyrgyzstan,Madagascar,True,True
2026-03-28,Botswana,Zimbabwe,0.0,3.0,Mukuru 4 Nations,Francistown,Botswana,False,Botswana,Zimbabwe,True,True
2026-03-28,Namibia,Comoros,0.0,0.0,FIFA Series,Astana,Kazakhstan,True,Namibia,Comoros,True,True
2026-03-28,Puerto Rico,United States Virgin Islands,2.0,0.0,FIFA Series,Bayamón,Puerto Rico,False,Puerto Rico,United States Virgin Islands,True,True
2026-03-29,Armenia,Belarus,1.0,2.0,Friendly,Yerevan,Armenia,False,Armenia,Belarus,True,True
2026-03-29,Colombia,France,1.0,3.0,Friendly,Landover,United States,True,Colombia,France,True,True
2026-03-29,Lithuania,Georgia,0.0,2.0,Friendly,Kaunas,Lithuania,False,Lithuania,Georgia,True,True
2026-03-29,Aruba,Liechtenstein,4.0,1.0,FIFA Series,Kigali,Rwanda,True,Aruba,Liechtenstein,True,True
2026-03-29,Martinique,El Salvador,0.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,Martinique,El Salvador,True,True
2026-03-29,Dominican Republic,Cuba,1.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False,Dominican Republic,Cuba,True,True
2026-03-29,Barbados,Saint Vincent and the Grenadines,2.0,3.0,CONCACAF Series,Rincon,Bonaire,True,Barbados,Saint Vincent and the Grenadines,True,True
2026-03-29,Bonaire,Saint Martin,0.0,3.0,CONCACAF Series,Rincon,Bonaire,False,Bonaire,Saint Martin,True,True
